Discharge_Lsec,day
NA,2020-06-04
NA,2020-06-05
NA,2020-06-06
NA,2020-06-07
NA,2020-06-08
NA,2020-06-09
NA,2020-06-10
NA,2020-06-11
420.6442150574271,2020-06-12
411.1125129853858,2020-06-13
630.2411784230362,2020-06-14
587.3566773599958,2020-06-15
521.1885451290132,2020-06-16
458.1347097131934,2020-06-17
392.1180925595025,2020-06-18
420.54612151168493,2020-06-19
484.5095772502098,2020-06-20
1431.7315378680548,2020-06-21
1802.58487814444,2020-06-22
1930.4905776130388,2020-06-23
1833.6877806336167,2020-06-24
1680.1324751451546,2020-06-25
1626.4050540417113,2020-06-26
1557.0149216991997,2020-06-27
1437.2027726385265,2020-06-28
1462.5247398020576,2020-06-29
1482.6491629675413,2020-06-30
1404.6509633743328,2020-07-01
1279.652950189762,2020-07-02
1188.7718494058718,2020-07-03
1130.0921616615908,2020-07-04
1042.9019011100252,2020-07-05
984.4908504712672,2020-07-06
1252.310364797768,2020-07-07
1548.7806104213894,2020-07-08
1202.6358600253914,2020-07-09
1110.2013359791663,2020-07-10
944.6391198614978,2020-07-11
890.1992264347242,2020-07-12
887.1390994066572,2020-07-13
875.55266424696,2020-07-14
820.1900607621134,2020-07-15
774.1543676917379,2020-07-16
769.5578063091913,2020-07-17
812.8550997940778,2020-07-18
776.7876484098527,2020-07-19
872.7494944502592,2020-07-20
1033.4183482393153,2020-07-21
890.154424995192,2020-07-22
751.641479763196,2020-07-23
662.4526961204984,2020-07-24
635.2634731318761,2020-07-25
635.7844308206354,2020-07-26
718.7100033072794,2020-07-27
740.3778128151936,2020-07-28
680.6788819869499,2020-07-29
607.2193863877604,2020-07-30
572.4134218770135,2020-07-31
527.8557204843497,2020-08-01
633.4948582800477,2020-08-02
705.6965434176697,2020-08-03
693.878696084123,2020-08-04
568.8850091261205,2020-08-05
452.4010557763066,2020-08-06
472.5305223185222,2020-08-07
517.5811341624457,2020-08-08
568.0877347946777,2020-08-09
925.4254922286415,2020-08-10
799.2966616543408,2020-08-11
776.1192688649826,2020-08-12
776.15693058982,2020-08-13
684.0957929400407,2020-08-14
626.3839433089719,2020-08-15
578.5171199019272,2020-08-16
502.0441147532909,2020-08-17
490.00907023671243,2020-08-18
489.3381988718699,2020-08-19
507.77806478443443,2020-08-20
491.25355753403727,2020-08-21
454.91218649446637,2020-08-22
505.82620579750875,2020-08-23
479.26889034989955,2020-08-24
445.6569609784815,2020-08-25
428.69561089523205,2020-08-26
444.4561640109364,2020-08-27
441.75403027693574,2020-08-28
375.3439641900712,2020-08-29
227.64550751143483,2020-08-30
237.94121168712232,2020-08-31
349.7631784443427,2020-09-01
403.69788193373626,2020-09-02
398.50066730246334,2020-09-03
533.7611896796014,2020-09-04
573.8036888688247,2020-09-05
473.7475996637001,2020-09-06
516.0519803793877,2020-09-07
555.3827615809083,2020-09-08
658.2950708586294,2020-09-09
805.1533159016059,2020-09-10
697.7725897904133,2020-09-11
676.2512426950174,2020-09-12
593.6505664722844,2020-09-13
526.6012263316749,2020-09-14
472.5707520966989,2020-09-15
443.06320583543373,2020-09-16
278.64650328170563,2020-09-17
334.2887403565064,2020-09-18
389.80215154445204,2020-09-19
374.49621848617124,2020-09-20
320.0234356090423,2020-09-21
279.3849814401963,2020-09-22
214.59298498796306,2020-09-23
305.12689387842937,2020-09-24
331.26575735447597,2020-09-25
331.7377235875412,2020-09-26
232.682703137084,2020-09-27
361.9405127109303,2020-09-28
420.9532523687506,2020-09-29
294.06605018349563,2020-09-30
330.6014412455791,2020-10-01
204.25585956946193,2020-10-02
247.5664336580206,2020-10-03
231.87419370263356,2020-10-04
300.21498909832434,2020-10-05
398.10011534998193,2020-10-06
288.1282680224355,2020-10-07
189.72174408088935,2020-10-08
148.3014898073085,2020-10-09
172.91646802537267,2020-10-10
248.28636235191274,2020-10-11
297.43597240231475,2020-10-12
349.65519222140637,2020-10-13
NA,2020-10-14
NA,2020-10-15
